Applicant,Address,Latitude,Longitude,FoodItems
"Bay Area Dots, LLC",567 BAY ST,0,0,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.
Liang Bai Ping,1153 SHAFTER AVE,37.72648516,-122.3832325,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
El Calamar Perubian Food Truck,2615 24TH ST,37.75281483,-122.4056626,Lomo Saltado: Jalea: Ceviche: Calamari Tilapia Plates: Chicken: Soda: Water.
La Jefa,155 SANSOME ST,37.79183426,-122.4012796,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.
Let's Be Frank,425 HAYES ST,37.7765669,-122.4233954,Hot dogs and chili
Street Meet,564 HOWARD ST,37.78753989,-122.3977267,Tortas: Burritos: Tacos: Churros: Nachos: Asada Fries
La Jefa,1550 04TH ST,37.76912441,-122.3914749,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.
Union Square Business Improvement District,Assessors Block /Lot,0,0,All types of food except for BBQ on site per fire safety. Partnership with Off the Grid and their fleet of MFF's
Mini Mobile Food Catering,701 16TH ST,0,0,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages
"Casey's Pizza, LLC",1 POST ST,37.78877872,-122.4025746,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.
Mini Mobile Food Catering,350 08TH ST,37.77369415,-122.4096584,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages
Liang Bai Ping,1265 THOMAS AVE,37.72670968,-122.3852947,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Liang Bai Ping,300 BEALE ST,37.78813948,-122.3925795,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages
Giant Burrito,353 BAY SHORE BLVD,37.74171783,-122.405418,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo
